departure,mode,transport,agency,number,price,title,isOptimization,tags
北京出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,3,9105,新疆北疆+乌鲁木齐+喀纳斯+禾木风景区+赛里木湖+那拉提+巴音布鲁克9日8晚私家团·【又见北疆】『A线疆内环飞+禾木景区住宿+伊犁草原| B线 独库公路+1程飞机 看日落 |』 赠24小时目的地专车接送机,非优选,安心游/无购物/无自费/成团保障
北京出发,跟团游,飞机往返,桂林跃飞翔国际旅行社有限公司,,13790,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+那拉提+赛里木湖9日8晚跟团游·金秋优选【限时免费升级1单1团 直达喀纳斯机场 舒适3飞】8大赔付【宿禾木1晚+喀纳斯1晚+5钻自选酒店】赛湖环湖游免换乘+那拉提高速往返,非优选,安心游/无购物/无自费/精致小团/成团保障/任性退/观日出/赏雾凇/草原
北京出发,私家团,飞机往返,上海携程国际旅行社有限公司,3,13333,新疆北疆+喀纳斯景区+禾木风景区+赛里木湖+那拉提旅游风景区+独库公路9日8晚私家团·五彩滩+魔鬼城+巴音布鲁克【疆游喀伊·穿越英雄独库】赠送登观鱼台，图瓦人家访，宿禾木看山间雪峰环绕，24H免费接送机,非优选,安心游/无购物/无自费/成团保障/湖泊/草原/任性退
北京出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,3,10157,新疆北疆+乌鲁木齐+伊犁+独库公路+喀纳斯景区+禾木风景区+巴音布鲁克草原10日9晚私家团·省内1飞；独库+伊昭双公路穿越；禾木景区住宿；3晚5钻；伊犁三大草原；北疆阿勒泰深度游，全程小车，随走随停,优选,安心游/无购物/无自费/成团保障/任性退
北京出发,跟团游,飞机往返,新疆大桔旅行社有限公司,2,8515,新疆北疆+伊犁+巴音布鲁克草原6日5晚跟团游·6人精致小团 4晚5钻酒店 伊犁花季撩你没商量【紫色花海薰衣草+赛湖花海牧场】游独库公路精华段+巴音布鲁克【游览天鹅湖和九曲十八弯】那拉提空中草原+喀拉峻草原,非优选,安心游/无购物/无自费/精致小团/成团保障/草原/赏花
北京出发,私家团,飞机往返,上海携程国际旅行社有限公司,,31700,独库公路+沙漠公路+新疆乌鲁木齐+北疆+南疆+巴音布鲁克+那拉提+喀拉峻草原+赛里木湖+喀纳斯+禾木风景区+可可托海+天山天池+阿克苏+喀什+库车+喀拉库勒湖+吐鲁番21日20晚私家团·【3人及以上享大额优惠】【双飞】,非优选,安心游/无购物/无自费/成团保障/草原/任性退/沙漠/清真寺
北京出发,跟团游,飞机往返,桂林跃飞翔国际旅行社有限公司,,15732,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+吐鲁番+那拉提+赛里木湖+独库公路10日9晚跟团游·【优品6人小团 轻奢5飞】7晚5钻+伊宁连住3晚+喀纳斯清凉宿1晚【环伊宁穿越独库北段不回头】喀拉峻+八卦城+五彩滩,非优选,安心游/无购物/无自费/精致小团/成团保障/峡谷峡湾/赏雾凇/草原/任性退
北京出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,,8322,新疆北疆+伊犁+乌鲁木齐+赛里木湖+那拉提+天山天池+吐鲁番8日7晚私家团·【爸妈放心游优选】乌市伊宁轻松动车往返+携程自选5钻酒店；赠赛湖环湖+中国摩洛哥“喀赞其”+那拉提空中草原+火州吐鲁番+天山天池,非优选,安心游/无购物/无自费/成团保障/草原/任性退
北京出发,跟团游,飞机往返,桂林跃飞翔国际旅行社有限公司,,12691,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+吐鲁番+那拉提+赛里木湖+可可托海+库木塔格沙漠10日9晚跟团游·优雅6人小团+舒适5飞【8大赔付】7晚5钻随选酒店+喀纳斯景区1晚 那拉提草原高速往返 可修改直飞喀纳斯机场,非优选,安心游/无购物/无自费/精致小团/成团保障/沙漠/赏雾凇/草原/任性退/赏薰衣草
北京出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,2,11023,新疆北疆+伊犁+乌鲁木齐+独库公路+伊昭公路+夏塔旅游区+巴音布鲁克9日8晚私家团·【携程专享，巅 峰伊犁】伊犁深度游，独库公路+伊昭公路双穿越，探索神秘夏塔古道&琼库什台；三大草原。,非优选,安心游/无购物/无自费/成团保障/草原/任性退
北京出发,跟团游,飞机往返,新疆雪莲花国际旅行社有限公司昌吉市分公司,,9789,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+伊犁+那拉提+吐鲁番+巴音布鲁克+独库公路11日10晚跟团游·<封顶18人团>【豪升4晚5钻酒店，指定1晚希尔顿住宿+穿越独库北段】春晚可可托海+赛里木湖环湖+赠小众景点神石城,非优选,安心游/无购物/无自费/精致小团/草原/任性退/当地美食
北京出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,,,新疆北疆+伊犁+乌鲁木齐+喀纳斯+禾木风景区+那拉提9日8晚私家团·省内双飞四动【直飞喀纳斯，往返节省25小时车程，动车接驳省时省力】+赛湖大环湖【7晚携程5钻酒店+1晚禾木景区】,非优选,安心游/无购物/无自费/成团保障/任性退
北京出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,2,21743,新疆乌鲁木齐+北疆+南疆+伊犁+独库公路+沙漠公路+喀喇昆仑公路+瓦恰乡19日18晚私家团·多人立减15000元/单。新疆10大区，21个景点，4条标志公路。5年以上活地图司机带队。全程小车，随走随停，自由自在。,非优选,安心游/无购物/无自费/成团保障/任性退/清真寺
北京出发,私家团,飞机往返,山西漠西旅行社有限公司,2,,新疆北疆+乌鲁木齐+喀纳斯+禾木风景区+可可托海8日7晚私家团·〖3人起享立减  至高减2500元/人 三飞 甄选酒店+1晚禾木景区〗〖1-5人享7座车〗〖景点可选 网红可可托海&江布拉克草原&五彩滩&魔鬼城&天山天池〗,非优选,安心游/无购物/成团保障/蒙古包
北京出发,私家团,飞机往返,上海携程国际旅行社有限公司,2,10725,新疆乌鲁木齐+北疆+喀纳斯+天山天池+可可托海+吐鲁番8日7晚私家团·【下单立-400/成人 五彩滩+魔鬼城 5晚4钻酒店】【舒适双飞】【A线春夏秋版 门票全含+5大5A景点+宿1晚贾登峪】【B线冬季版超前预售】,非优选,安心游/无购物/无自费/成团保障/3期免息/任性退
北京出发,私家团,飞机往返,上海携程国际旅行社有限公司,2,9345,新疆北疆+喀纳斯+禾木风景区+天山天池+赛里木湖8日7晚私家团·五彩滩+魔鬼城+火焰山+坎儿井【疆行双湖·如歌深醉】探寻神秘湖怪 赏大西洋最后一滴眼泪 漫步新疆贝加尔湖畔 禾木住景区夜赏星空 赠新疆特色美食宴,非优选,安心游/无购物/无自费/成团保障/湖泊/任性退
北京出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,2,16039,新疆乌鲁木齐+伊犁+北疆+喀纳斯+禾木风景区+白哈巴+巴音布鲁克+罗布人村寨+博斯腾湖12日11晚私家团·多人立减17600元/单。1晚喀纳斯景区内住宿+乌鲁木齐2晚5钻酒店。打卡塔克拉玛干沙漠。全程小车，随走随停。,非优选,安心游/无购物/无自费/成团保障/任性退
北京出发,私家团,飞机往返,新疆康辉大自然国际旅行社有限责任公司,,12511,可可托海景区+天山天池+五彩滩+喀纳斯景区+禾木风景区+世界魔鬼城+北疆7日6晚私家团·【畅游双湖】漫游+可可托海轻徒步+追寻神秘的“湖怪传说”+感受图瓦人的热情+看彩色丘陵的日落 【赠廊桥接机+送机快速安检通道】,非优选,安心游/无购物/无自费/成团保障/湖泊/任性退/登山体验
北京出发,跟团游,飞机往返,桂林跃飞翔国际旅行社有限公司,,12066,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+那拉提+赛里木湖+可可托海9日8晚跟团游·【轻奢高端6人小团】八大赔付+任性退险【舒适3飞+6晚5钻酒店+宿禾木1晚】环赛湖+五彩滩+加赠喀纳斯游船+图瓦人家访,非优选,安心游/无购物/无自费/精致小团/成团保障/赏雾凇/草原/任性退/观日出
北京出发,跟团游,飞机往返,乌鲁木齐驼达达国际旅游有限公司,2,15430,新疆北疆+喀纳斯景区+伊犁+巴音布鲁克草原+南疆+喀什11日10晚跟团游·【甄选南北疆】7晚携程5钻酒店+3晚特色住宿 6人小团 疆内升级3段飞机  打卡双公路{瓦恰公路+独库公路}/北疆自然风光and南疆异域风情 3飞,非优选,安心游/无购物/无自费/精致小团/成团保障/草原/任性退/清真寺
北京出发,跟团游,飞机往返,上海沪迪国际旅行社有限公司,2,6860,新疆北疆+乌鲁木齐+赛里木湖+伊犁+新源7日6晚跟团游·『中秋国庆·双节大促』【1-6人团·早鸟立减】 环湖游赛湖|巴音布鲁克|喀赞其民俗村|惠远古城 （多选疆内交通 A线:汽车 B线: 动车 C线:飞机 D线:汽车独库）,非优选,安心游/无购物/无自费/成团保障/任性退
北京出发,跟团游,飞机往返,桂林跃飞翔国际旅行社有限公司,,16204,新疆乌鲁木齐+北疆+喀纳斯+伊犁+独库公路+天山天池10日9晚跟团游·【独库北段优选6人小团 轻奢2飞】优选7晚5钻自选房型携程系统酒店+宿1晚禾木【8大赔付-任性退】喀拉峻+那拉提双草原+独库公路＋特克斯八卦城,非优选,安心游/无购物/无自费/精致小团/成团保障/任性退/峡谷峡湾/赏雾凇/草原
北京出发,私家团,飞机往返,新疆大桔旅行社有限公司,2,12118,新疆北疆+伊犁+赛里木湖6日5晚私家团·1单1团，4晚携程5钻酒店 伊犁花季撩你没商量【紫色花海薰衣草+赛湖花海牧场】游独库公路精华段+巴音布鲁克草原【游览天鹅湖和九曲十八弯】那拉提空中草原+喀拉峻草原,优选,安心游/无购物/无自费/成团保障/草原/赏花
北京出发,跟团游,飞机往返,新疆大桔旅行社有限公司,2,7649,新疆乌鲁木齐+北疆+伊犁7日6晚跟团游·6人精致小团【草原花季已来临】全程5钻酒店+可睡至自然醒【动车往返伊宁，看新疆万亩棉田】喀拉峻全景超长游览【人体草原+阔克苏大峡谷】+那拉提空中草原+赛湖环游免换乘,非优选,安心游/无购物/无自费/精致小团/成团保障/草原/峡谷峡湾
西安出发,跟团游,飞机往返,新疆雪莲花国际旅行社有限公司昌吉市分公司,13,7361,新疆北疆+南疆+喀什+吐鲁番+可可托海+喀纳斯景区+那拉提15日14晚跟团游·【全境深度游】乌市喀什往返火车，免除汽车远途劳累+拒绝走来回颠簸折返的路 全市场玩遍南北疆环线景点超全 每天不一样的景观体验,非优选,安心游/无自费/成团保障/雪山/森林/清真寺
西安出发,跟团游,飞机往返,上海携程国际旅行社有限公司,59,3775,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+天山天池7日6晚跟团游·『中秋国庆·双节大促』【携程自营 封顶20人  享立减+早订+多人3重优惠 拼房免房差】【A线天吐喀+宿禾木】【B线北疆三湖 满10人享2+1航空座】,优选,安心游/无购物/精致小团/成团保障/任性退
西安出发,跟团游,飞机往返,上海携程国际旅行社有限公司,359,8396,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+吐鲁番+那拉提+赛里木湖10日9晚跟团游·『双节大促丨中秋特价 至高-700/人』【封顶16人Vip小团 满8人升2+1航空座-陆地头等舱】必含导+高标4飞〖7晚5钻酒店+宿1晚禾木〗,优选,安心游/无购物/精致小团/成团保障/3期免息/6期免息/任性退
西安出发,跟团游,飞机往返,上海携程国际旅行社有限公司,28,5496,北疆+新疆乌鲁木齐+可可托海+喀纳斯+禾木风景区+天山天池8日7晚跟团游·【金秋童话 下单立减500元/人  封顶20人 满11人升2+1陆地头等舱 】【五彩滩日落+S101秘境公路+赠观鱼台】【2大特色餐 九碗三行宴+冷水鱼】,非优选,安心游/无购物/无自费/精致小团/成团保障/峡谷峡湾/任性退/白桦林
西安出发,跟团游,飞机往返,上海携程国际旅行社有限公司,305,4832,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+伊犁+赛里木湖+那拉提+巴音布鲁克+吐鲁番+库木塔格沙漠10日9晚跟团游·『中秋国庆双节大促』『18人小团+穿越独库』必含导+单人拼住免房差【含天山天池】<巴音+禾木各宿1晚>,优选,安心游/无购物/精致小团/成团保障/3期免息/6期免息/任性退/沙漠/草原
西安出发,跟团游,飞机往返,新疆美程在线国际旅行社有限责任公司,24,7171,乌鲁木齐+北疆+喀纳斯+禾木风景区+伊犁+赛里木湖+那拉提+巴音布鲁克10日9晚跟团游·<迎金秋><穿独库公路 宿2晚景区木屋 游玩时间充足>6人精致团 保证10岁年龄差 A线门票全含 B线不含门票 赠行中暖胃早餐,非优选,安心游/无购物/精致小团/成团保障/徒步体验/任性退
西安出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,25,6047,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+赛里木湖+天山天池+五彩滩+世界魔鬼城7日6晚私家团·【携程专享 绝色三湖】升级1晚禾木景区内 赠赛里木湖环湖 喀纳斯观鱼台 全程小车 24小时VIP专业接机,优选,安心游/无购物/无自费/成团保障/任性退
西安出发,跟团游,飞机往返,新疆雪莲花国际旅行社有限公司昌吉市分公司,101,3968,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+伊犁+赛里木湖+那拉提+巴音布鲁克+独库公路10日9晚跟团游·<9.26 B线特价>【封顶18人+豪升3晚5钻+指定1晚国际品牌5星希尔顿】可可托海直通车+草原神石城+穿越小独库G219,非优选,安心游/无购物/无自费/精致小团/成团保障/3期免息/草原/任性退/九碗三行宴/冷水鱼宴
西安出发,跟团游,飞机往返,上海携程国际旅行社有限公司,54,11776,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+那拉提+赛里木湖9日8晚跟团游·『双节大促丨中秋特价』【封顶16人Vip小团 满8人升2+1航空座-陆地头等舱】必含导+高标4飞〖喀拉峻+八卦城+魔鬼城 6晚5钻酒店+宿1晚禾木〗,优选,安心游/无购物/精致小团/成团保障/3期免息/任性退
西安出发,跟团游,飞机往返,新疆春秋之旅国际旅行社有限公司沙依巴克区分公司,30,5325,新疆乌鲁木齐+北疆+天山天池+禾木风景区+喀纳斯+伊犁+赛里木湖+那拉提+南疆+巴音布鲁克+吐鲁番10日9晚跟团游·9月14/21/24日特价班【豪升1晚葡萄酒庄园】赛湖赠环湖+巴音那拉双草原+优秀导游+葡萄架下美食+禾木,非优选,安心游/无自费/草原/任性退/赏薰衣草/九碗三行宴
西安出发,跟团游,飞机往返,新疆大桔旅行社有限公司,41,13536,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+那拉提+赛里木湖9日8晚跟团游·10.1特价【封顶16人  满8人升2+1陆地头等舱】【升级1晚希尔顿】【舒适3飞1动+禾木宿1晚+必含导】【喀纳斯+喀拉峻+环赛湖+大峡谷+五彩滩】,优选,安心游/无购物/无自费/精致小团/成团保障/任性退/峡谷峡湾
西安出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,,10125,新疆北疆+乌鲁木齐+喀纳斯+禾木风景区+赛里木湖+白哈巴7日6晚私家团·省内双飞：赛里木湖进 阿勒泰出。禾木+喀纳斯+白哈巴+赛里木湖。双景区住宿（禾木+喀纳斯）。赠喀纳斯观鱼台，赛里木湖环湖。,非优选,安心游/无购物/无自费/成团保障/任性退
